Id,Article Type,Newspaper,City,State,Publication Date,Page,Headline,Sub Headline,Byline,Event,Location of research,Status,Contributor,User Comments,CM Comments,Page URL,Download File,State-Geo,City-Geo,Latitude,Longitude,Type
22336,News Article,The Jewish Criterion,Pittsburgh,Pennsylvania,"Thursday, December 31, 1942",4,Refugee Committee Head Says Refugees Must Stay in Europe,,,Allies Denounce Nazi Plan to “Exterminate” the Jews,Pittsburgh Jewish Newspaper Project (https://digitalcollections.library.cmu.edu/portal/collections/pjn/index.jsp),Published,Samantha Greiner,"Article can be found at:
https://digitalcollections.library.cmu.edu/portal/main.jsp?flag=browse&smd=1&awdid=53",,https://newspapers.ushmm.org/article/22336,https://newspapers.ushmm.org/manager/article/photo/17659/original,Pennsylvania,Pittsburgh,40.44062479999999,-79.9958864,Jewish
22329,News Article,The Pittsburgh Press,Pittsburgh,Pennsylvania,"Thursday, December 17, 1942",1,11 United Nations Condemn Nazi Persecution of Jews,,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Carnegie Library of Pittsburgh,Published,Nur Turner,"It was on the first page which meant they wanted everyone to see the article, it was very important.","This is from the Pittsburgh Press and not the Post-Gazette. Please be careful when entering in the newspaper name! Otherwise, the submission looks good. -Eric",https://newspapers.ushmm.org/article/22329,https://newspapers.ushmm.org/manager/article/photo/17652/original,Pennsylvania,Pittsburgh,40.44062479999999,-79.9958864,None
22326,News Article,Pittsburgh Post-Gazette,Pittsburgh,Pennsylvania,"Friday, December 18, 1942",3,Policy of Extermination Condemned: Vengeance Pledged for Nazi-Slain Jews ,Allied Nations Resolve Those Responsible For Thousands of Murders 'Shall Not Escape',John A. Parris (UP),Allies Denounce Nazi Plan to “Exterminate” the Jews,Carnegie Library of Pittsburgh,Published,Nur Turner,It was on page 3; which means its pretty important. Link to article: https://news.google.com/newspapers?nid=gL9scSG3K_gC&dat=19421218&printsec=frontpage&hl=en,"Nur, it depends on perspective. Some people would argue that this news belongs on page 1. It's hard to know how many people read to page 3, and how they read their papers once there. Thank you for your very hard and valuable work! -Eric",https://newspapers.ushmm.org/article/22326,https://newspapers.ushmm.org/manager/article/photo/17649/original,Pennsylvania,Pittsburgh,40.44062479999999,-79.9958864,None
22317,Editorial or Opinion Piece,The Jewish Criterion,Pittsburgh,Pennsylvania,"Friday, December 18, 1942",9,A Two-Point Program For Jewish Unity,,M. J. Nurenberger,Allies Denounce Nazi Plan to “Exterminate” the Jews,Pittsburgh Jewish Newspaper Project (https://digitalcollections.library.cmu.edu/portal/collections/pjn/index.jsp),Published,Nur Turner,"Continues on page 108

Article can found at:
https://digitalcollections.library.cmu.edu/portal/main.jsp?flag=browse&smd=1&awdid=51","Great find Nur! One small note; when an article says it is continued from ""page x"", make sure you go to that page and check out the beginning of the article. Sometimes the first page has the most important part of the story (and the most interesting). As a general rule, we like to list the first page the article begins on as the page number on our website. Keep up the great work! -Megan",https://newspapers.ushmm.org/article/22317,https://newspapers.ushmm.org/manager/article/photo/17640/original,Pennsylvania,Pittsburgh,40.44062479999999,-79.9958864,Jewish
22314,News Article,The Jewish Criterion,Pittsburgh,Pennsylvania,"Friday, December 25, 1942",2,United Nations in Joint Declaration Denouncing Slaughter of Jews,,,Allies Denounce Nazi Plan to “Exterminate” the Jews,Pittsburgh Jewish Newspaper Project (https://digitalcollections.library.cmu.edu/portal/collections/pjn/index.jsp),Published,Nur Turner,"Article can be found at:
https://digitalcollections.library.cmu.edu/portal/main.jsp?flag=browse&smd=1&awdid=52",,https://newspapers.ushmm.org/article/22314,https://newspapers.ushmm.org/manager/article/photo/17637/original,Pennsylvania,Pittsburgh,40.44062479999999,-79.9958864,Jewish
21808,News Article,The Evening Star/The Washington Evening Star,Washington,District Of Columbia,"Thursday, December 17, 1942",A4,"U.S., Allies Promise Retribution for Nazi Slaughter of Jews",State Department Says 'Those Responsible' Will Be Punished,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Library of Congress,Published,Haylee Polinsky,Link to article: https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-12-17/ed-1/seq-6/,Good job! -Eric,https://newspapers.ushmm.org/article/21808,https://newspapers.ushmm.org/manager/article/photo/17373/original,District+Of+Columbia,Washington,38.9071923,-77.0368707,None
21419,News Article,The Niles Daily Times,"Niles, Ohio",Ohio,"Saturday, December 19, 1942",2,23 Tongues Join in Denunciation Of Hitler’s Extermination of Jews,,John A. Parris (UP),Allies Denounce Nazi Plan to “Exterminate” the Jews,McKinley Memorial Library Advantage Preservation Website (http://mckinley.advantage-preservation.com/),Published,Alexis Heldreth,"This article discusses the Allies response to the reveal of the Nazi plan to exterminate European Jewry. It quotes Foreign Secretary Anthony Eden and names the United States, Great Britain, the “fighting French,” and Russia as part of the twenty-three to denounce the murders. It discusses the camps that have been created in Poland, as well as the death camps and that the victims are being worked to death. 
The author reports the facts and does not personally state his opinion, but it is obvious that the paper was written from the perspective of someone against Nazi ideology and on the side of the Allies, who condemn the murders. Link to article: http://mckinley.advantage-preservation.com/viewer/?k=23%20tongues%20join&i=f&d=01011923-12311989&m=between&ord=k1&fn=niles_daily_times_usa_ohio_niles_19421219_english_2&df=1&dt=10","As a news article, the report would be absent of opinion. I made the change from the Amateur Athletic Union Says 'Yes' to Berlin Olympics, but I actually changed the event module to Allies Denounce Nazi Plan to “Exterminate” the Jews because it is most appropriate there. I believe you submitted this article again. I will mark this version approved and the more recent version not approved. Thank you for this article, Alexis! -Eric",https://newspapers.ushmm.org/article/21419,https://newspapers.ushmm.org/manager/article/photo/17059/original,Ohio,"Niles,+Ohio",41.1828353,-80.76535799999999,None
21195,News Article,Staten Island Advance,Staten Island,New York,"Thursday, December 17, 1942",1,United Nations Condemn Nazi Slaying of Jews,11 Allies Pledge Punishment of Those Responsible,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,New York Public Library,Published,Sarah Collier,,"Transcript:
December 17, 1942
United Nations Condemn Nazi Slaying of Jews
11 Allies Pledge Punishment of Those Responsible
WASHINGTON, Dec. 17 - (UP) - Eleven of the United Nations and the French National Committee today condemned German’s [sic] “bestial policy” of mass slaughters of Jews and resolved that those responsible would not escape retribution.
The statement was endorsed by the Belgian, Czechoslovak, Greek, Luxembourg, Netherlands, Norwegian, Polish, Soviet, United Kingdom, United States and Yugoslav governments and the Fighting French. Other United Nations are expected to subscribe to it later.
The denunciation supplemented a previous pledge by President Roosevelt and Prime Minister Winston Churchill to punish Axis officials guilty of killing hostages and other offenses.
The statement of Jewish oppression accused Germany of “carrying into effect Hitler’s oft-repeated intention to exterminate the Jewish people in Europe.” It charged that Jews were being transported from occupied countries “in conditions of appalling horror and brutality;” that Polish ghettos are being “sys-
(Turn to page 12)

United Nations Condemn Nazi Slaying of Jews
(From page 1)
tematically emptied;” that the able-bodied are being worked to death in labor camps, and that the inform [sic] are left to die or are massacred.
The text of the statement, made public here and in London:
“The attention of the Belgian, Czechoslovak, Greek, Luxembourg, Netherlands, Norwegian, Polish, Soviet, United Kingdom, United States and Yugoslav governments and the French National Committee has been drawn to numerous reports from Europe that the German authorities, not content with denying to persons of Jewish race in all the territories over which their barbarous rule has been extended, the most elementary human rights, are now carrying into effect Hitler’s oft-repeated intention to exterminate the Jewish people in Europe.
Many Are Transported
“From all the occupied countries Jews are being transported in conditions of appalling horror and brutality to Eastern Europe.
“In Poland, which has been made the principal Nazi slaughter house, the ghettos established by the invader are being systematically emptied of all Jews except for a few highly-skilled workers required for war industries. None of those taken away are ever heard of again.
“The ablebodied are slowly worked to death in labor camps. The inform [sic] are left to die of exposure and starvation or are deliberately massacred in mass executions. The number of victims of these bloody cruelties is reckoned in many hundreds of thousands of entirely innocent men, women and children.
“The above mentioned governments and the French National Committee condemn in the strongest possible terms this bestial policy of cold-blooded extermination. They declare that such events can only strengthen the resolve of all freedom loving people to overthrow the barbarous Hitlerite tyranny. They re-affirm their solemn resolution to ensure that those responsible for these crimes shall not escape retribution and to press on with the necessary practical measures to this end.”",https://newspapers.ushmm.org/article/21195,https://newspapers.ushmm.org/manager/article/photo/16885/original,New+York,Staten+Island,40.5795317,-74.1502007,None
20738,News Article,Moline Daily Dispatch,Moline,Illinois,"Thursday, December 17, 1942",27,Retribution for Extermination of jews Is Promised,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,http://molinepublic.advantage-preservation.com/,Published,tyler engesser,,Thank you for your submission Tyler. I have added the AP (Associated Press) Byline in the appropriate field. -Edie,https://newspapers.ushmm.org/article/20738,https://newspapers.ushmm.org/manager/article/photo/16540/original,Illinois,Moline,41.5067003,-90.5151342,None
20606,News Article,The Indianapolis News,Indianapolis,Indiana,"Tuesday, December 8, 1942",13,Germans' Fiendish Race War Scored By Cardinal,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Leeah Mahon,"This highlights the Archbishop of Westminster's echo of denunciation of Nazi war crimes, following other Catholic bishops of France and Italy. This is interesting because it appears on December 8th, 1942, before any ""official"" denunciations from nations occurred.","Indeed Leeah, this does appear before the official joint declaration. Public recognition of this plan was a process that began with a report to the State Department in August. It took them three months to confirm the information and several weeks more to issue the declaration. In the meantime, a report was sent to the Allies by the Polish government (in exile). That is the context for this article. Thanks for your contribution. -Edie",https://newspapers.ushmm.org/article/20606,https://www.newspapers.com/clip/24776526/,Indiana,Indianapolis,39.768403,-86.158068,None
20456,News Article,The Evening Republican/The Republic,Columbus,Indiana,"Thursday, December 17, 1942",9,U.S. Condemns Nazi Brutality,Promises Retribution for Cold-Blooded Extermination of Jews,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Stasia Tanzer,"Article in Columbus, IN reporting the United Nations' denunciation of Jewish extermination. This article also mentions the statements made by Rabbi Stephen M. Wise.",,https://newspapers.ushmm.org/article/20456,https://www.newspapers.com/clip/24645954/,Indiana,Columbus,39.2014404,-85.9213796,None
20441,Editorial or Opinion Piece,Noblesville Daily Ledger,Noblesville,Indiana,"Monday, December 14, 1942",1,Comment,Jews Appeal To World,,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Leeah Mahon,"This is very interesting because it talks about how the writer(s) feel about what is happening to the Jewish people in Germany. Many of them seem to feel for the Jews and, in one way or another, denounce what happened to the innocent race of people.","I don't think this is a compilation of different opinion pieces, Leeah, but perhaps an editorial. This is incredible! I am going to share your finding with colleagues at my museum. The writer(s) mention gas chambers and crematoria in December 1942. The writer claims the US would have done more if it could (others would argue the US could have done more.) Thank you very much for this entry! -Eric",https://newspapers.ushmm.org/article/20441,https://www.newspapers.com/clip/24645600/,Indiana,Noblesville,40.0455917,-86.0085955,None
20413,News Article,The Princeton Clarion-News/The Princeton Daily Clarion,Princeton,Indiana,"Thursday, December 17, 1942",3,Nations Denounce Nazi's Inhuman Jew Treatment,,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Heather Dewey,"This article lifts rhetoric from others published on December 17, 1942, indicating that the Indiana newspapers used a common source and did know about Nazi atrocities before the liberation of the concentration camps.","Heather, you are the first person to submit an article from the Princeton Clarion-News. Fantastic work! -Eric",https://newspapers.ushmm.org/article/20413,https://www.newspapers.com/clip/24645334/,Indiana,Princeton,38.3553236,-87.5675222,None
20412,Editorial or Opinion Piece,The Lake County Times/The Hammond Times/The Times,Hammond,Indiana,"Wednesday, December 23, 1942",18,For Crimes Against Civilization,,Christian Science Monitor,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Caitlin Downey,"This is an interesting article in that it condemns Nazi atrocities against Jewish people, but the final paragraph says that the Allied/United Nations court will have to determine degrees of German innocence and complicity when judging the Nazi regime for its actions. The final paragraph almost contradicts the beginning paragraphs.","Great find and analysis, Caitlin! The piece gives us a sense of how staff at the Christian Science Monitor reacted to the news of the Final Solution. I am adding your editorial to a list of ""noteworthy findings"" I share with colleagues at our museum. Thank you for your work! -Eric",https://newspapers.ushmm.org/article/20412,https://www.newspapers.com/clip/24645312/,Indiana,Hammond,41.5833688,-87.5000412,None
20406,News Article,The Elwood Call-Leader/The Call-Leader,Elwood,Indiana,"Thursday, December 17, 1942",4,United Nations in Joint Denunciation of Nazi Policy of Jewish Extermination; Make Promise of Retribution,,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Stasia Tanzer,Brief report from a city north of Indianapolis regarding the United Nations' denunciation of Jewish extermination.,,https://newspapers.ushmm.org/article/20406,https://www.newspapers.com/clip/24645184/,Indiana,Elwood,40.27698340000001,-85.8419246,None
20394,News Article,The Lake County Times/The Hammond Times/The Times,Hammond,Indiana,"Thursday, December 17, 1942",6,United Nations Condemn Nazi Bestial Policy,Resolve That Those Responsible Shall Not Escape Retribution,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Stasia Tanzer,Announcement in Northwest Indiana regarding the denunciation of Nazi exterminations of Jews.,"Good work, Stasia! -Eric",https://newspapers.ushmm.org/article/20394,https://www.newspapers.com/clip/24644876/,Indiana,Hammond,41.5833688,-87.5000412,None
20389,News Article,The Tipton Daily Tribune,Tipton,Indiana,"Thursday, December 17, 1942",1,WOULD SAVE THE JEWS,Eleven Nations Unite to Condemn Hitler Attack on Jews--Warning Given ,INS,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Caitlin Downey,This article contains a brief quotation from the announcement made by the Allies and details from a report submitted to President Roosevelt by American Jewish organizations on the death toll of European Jews.,"Caitlin, the headline here is a bit strange. The headline for your article is the first part of the all caps ""WOULD SAVE THE JEWS"". Thus, the sub-headline is ""Eleven Nations Unite to Condemn Hitler Attack on Jews--Warning Given"". This is a pretty confusing layout for a newspaper, so I understand why you didn't enter it in that way. This is a new article find. Great work! -Eric",https://newspapers.ushmm.org/article/20389,https://www.newspapers.com/clip/24644818/,Indiana,Tipton,40.2822598,-86.04109799999999,None
20379,News Article,The Indianapolis News,Indianapolis,Indiana,"Thursday, December 17, 1942",4,Allies Denounce German Pogroms,"Retribution Promised for Nazi ""Bestial Policy"" of Jewish Extermination",,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Heather Dewey,"Many popular histories claim that the Allied forces did not know about the extermination of the Jewish population or the terrible conditions in which they were worked to death, but the newspaper from 1942 indicates that these facts were known to the Allied governments and to the general public.",You are right on target Heather. You would be surprised at how much was reported as early as 1933! Thank you for your submission. -Edie,https://newspapers.ushmm.org/article/20379,https://www.newspapers.com/clip/24644700/,Indiana,Indianapolis,39.768403,-86.158068,None
20373,News Article,The Indianapolis News,Indianapolis,Indiana,"Thursday, December 17, 1942",4,Allies Denounce German Pogrom,"Retribution Promised for Nazi ""Bestial Policy"" of Jewish Extermination",UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Stasia Tanzer,"This article published in Indianapolis, IN announced the United Nations official denunciation of Nazi plans to exterminate Jews. It includes text from the announcement.",Thank you for your contribution Stasia. I have added the sub-heading in the appropriate field. -Edie,https://newspapers.ushmm.org/article/20373,https://www.newspapers.com/clip/24644650/,Indiana,Indianapolis,39.768403,-86.158068,None
19974,News Article,The Daily Banner,Greencastle,Indiana,"Tuesday, December 29, 1942",1,"Court to Try Hitler, Other War Criminals",ALLIED PLANS FAR ADVANCED FOR INTERNATIONAL DAY OF JUDGMENT,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Hoosier State Chronicles (https://newspapers.library.in.gov),Published,Leeah Mahon,"This article is important because it is demonstrating proof of the Allies denouncing Nazi war crimes, but also goes one step further to show they were planning the punishment of these war criminals before the war was even over. This is also important because it speaks specifically about what role President Roosevelt planned to play in the matter. Link to article: https://newspapers.library.in.gov/cgi-bin/indiana?a=d&d=TDB19421229-01&e=-------en-20--1--txt-txIN-------","Wow, this is a great, new find for us. It's fascinating to learn that the Allied powers were working to punish the Nazis and others already in December 1942. Thank you for this fantastic work, Leeah! -Eric",https://newspapers.ushmm.org/article/19974,https://newspapers.ushmm.org/manager/article/photo/16031/original,Indiana,Greencastle,39.6444898,-86.8647316,None
19913,News Article,The La Crosse Tribune and Leader Press/The La Crosse Tribune (Sunday edition),La Crosse,Wisconsin,"Thursday, December 17, 1942",16,U.S. Joins In Condemnation of Nazi Policy of Exterminating Jews,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Find Newspaper Archive (https://newspaperarchive.com/),Published,Susan T Hessel,"This is another buried article in the paper. It describes Poland as the ""principal Nazi slaughterhouse.""",,https://newspapers.ushmm.org/article/19913,https://newspapers.ushmm.org/manager/article/photo/15973/original,Wisconsin,La+Crosse,43.8137751,-91.2519017,None
19873,News Article,The Honolulu Advertiser,Honolulu,Hawaii,"Thursday, October 8, 1942",5,Commission Will Try War Criminals,,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Steven Braverman,,,https://newspapers.ushmm.org/article/19873,https://www.newspapers.com/clip/24371125/,Hawaii,Honolulu,21.3098845,-157.8581401,None
19872,News Article,The Honolulu Advertiser,Honolulu,Hawaii,"Thursday, October 8, 1942",5,Hitler Is No.1 On Public Enemy List,,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Steven Braverman,,,https://newspapers.ushmm.org/article/19872,https://www.newspapers.com/clip/24370965/,Hawaii,Honolulu,21.3098845,-157.8581401,None
19871,News Article,The Honolulu Advertiser,Honolulu,Hawaii,"Thursday, October 8, 1942",5,"Allies Will Punish War Criminals, FDR Says",Pledges Retribution For Barbaric Acts,Merriman Smith (UP Staff Correspondent),Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Steven Braverman,,,https://newspapers.ushmm.org/article/19871,https://www.newspapers.com/clip/24370650/,Hawaii,Honolulu,21.3098845,-157.8581401,None
19577,News Article,The Rockton Herald,Rockton ,Illinois,"Thursday, December 31, 1942",2,Highlights...in the week's news,BESTIAL,,Allies Denounce Nazi Plan to “Exterminate” the Jews,http://rockton.advantage-preservation.com,Published,Anne Palmer,"Two sentences in a weekly news summary on Dec 31, over 2 weeks after the Allies condemnation. No other mention of mass murder or even persecution in this day's newspaper. Link to article: http://rockton.advantage-preservation.com/viewer/?i=f&by=1942&bdd=1940&bm=12&bd=31&m=between&fn=the_rockton_herald_usa_illinois_rockton_19421231_english_2&df=1&dt=10","Anne, you are the first person to submit an article from The Rockton Herald. Thank you for your fantastic work! Out of curiosity, how did you hear about our project? -Eric",https://newspapers.ushmm.org/article/19577,https://newspapers.ushmm.org/manager/article/photo/15712/original,Illinois,Rockton+,42.4525157,-89.07233169999999,None
19140,News Article,The Fresno Bee The Republican,Fresno,California,"Sunday, December 20, 1942",1 (Home Edition),Mass Murders Of Jews In Poland Cited By Allies,Committee Says Country Has Been Turned Into Execution Center,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Luke Teitell,"Initial response of Germans transferring Poland ""into one vast center for murdering Jews"".","Another great, new find, Luke. This is actually page 1 of the ""home edition"" version of that day's newspaper. Newspapers.com often will put each edition together, so instead of page 26, I changed it to page 1. Also, I changed the event module category to ""Allies Denounce Nazi Plan to “Exterminate” the Jews"" because of the article date and reference to the recent Allied statement condemning the persecution of Jews.  -Eric",https://newspapers.ushmm.org/article/19140,https://www.newspapers.com/clip/23307459/,California,Fresno,36.7377981,-119.7871247,None
19120,News Article,(The) Wilmington Morning News,Wilmington,Delaware,"Monday, December 28, 1942",20,H.S. Canby Flays Policy of Hitler,Wilmington-Born Editor One Of Group Assailing Nazis' Extermination of the Jews,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Steven Braverman,,Fascinating detailed piece written by a local Delaware figure. I'm adding this to noteworthy findings. -Eric,https://newspapers.ushmm.org/article/19120,https://www.newspapers.com/clip/23217725/,Delaware,Wilmington,39.744655,-75.5483909,None
19119,Editorial or Opinion Piece,(The) Wilmington Morning News,Wilmington,Delaware,"Saturday, December 19, 1942",8,One Step Farther,,,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Steven Braverman,,I'm adding this to noteworthy findings as well. -Eric,https://newspapers.ushmm.org/article/19119,https://www.newspapers.com/clip/23217625/,Delaware,Wilmington,39.744655,-75.5483909,None
19118,News Article,(The) Wilmington Morning News,Wilmington,Delaware,"Friday, December 18, 1942",46,Allies Promise Jews Vengeance,"11 United Nations, Fighting French Join in Pledge For Post-War Revenge",UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Steven Braverman,,,https://newspapers.ushmm.org/article/19118,https://www.newspapers.com/clip/23217486/,Delaware,Wilmington,39.744655,-75.5483909,None
18992,News Article,Bluefield Daily Telegraph,Bluefield,West Virginia,"Friday, October 20, 1944",1,Dewey Endorses Warning to Nazis,Approves Pledge that Leaders Will Pay Penalty for Atrocities; Speaks Tonight in Pittsburgh ,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Find Newspaper Archive (https://newspaperarchive.com/),Published,Susan T Hessel,There are so few articles on the allies standing up against the German plan. It is interesting to see that Dewey's endorsement of the warning was run in the Bluefield Daily Telegram.,"Hi Susan - thank you for sharing this article about Dewey, a presidential candidate, endorsing the Allies' denouncement of the Nazi plan to exterminate Jewish people, Polish people, and other victims of their persecutions. -Jennifer",https://newspapers.ushmm.org/article/18992,https://newspapers.ushmm.org/manager/article/photo/15274/original,West+Virginia,Bluefield,37.2698395,-81.2223195,None
18989,News Article,The Raleigh Register (West Virginia),Beckley,West Virginia,"Friday, December 18, 1942",8,Nations Condemn Nazi Persecution,Reiterate That Those Responsible Will Not Escape Retribution,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Susan T Hessel,,Hi Susan - thank you for submitting this article about the Allies denouncing the Nazi persecution of the Jews. -Jennifer,https://newspapers.ushmm.org/article/18989,https://www.newspapers.com/clip/22923491/nations_condemn_nazi_persecution/,West+Virginia,Beckley,37.7781702,-81.1881557,None
18987,News Article,The Charleston Daily Mail,Charleston,West Virginia,"Thursday, December 17, 1942",1,Nations Lash Persecution,Slaughter of Jews By Nazis 'Bestial',AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Find Newspaper Archive (https://newspaperarchive.com/),Published,Susan T Hessel,A few nations spoke up.,"Sue, I made the change in the event based on your email. Thank you for the heads up! -Eric",https://newspapers.ushmm.org/article/18987,https://newspapers.ushmm.org/manager/article/photo/15270/original,West+Virginia,Charleston,38.3498195,-81.6326234,None
18902,News Article,The Atlanta Constitution,Atlanta,Georgia,"Friday, December 18, 1942",2,Allies Join To Condemn Axis Treatment of Jews,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,New York Public Library,Published,Sandra Auerbach,,,https://newspapers.ushmm.org/article/18902,https://newspapers.ushmm.org/manager/article/photo/15213/original,Georgia,Atlanta,33.7489954,-84.3879824,None
18901,News Article,The Atlanta Constitution,Atlanta,Georgia,"Monday, December 28, 1942",16,"Halt Jewish Slaughter, Rabbi Requests of U.S.",,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,New York Public Library,Published,Sandra Auerbach,,,https://newspapers.ushmm.org/article/18901,https://newspapers.ushmm.org/manager/article/photo/15212/original,Georgia,Atlanta,33.7489954,-84.3879824,None
18854,News Article,(The Wilmington) Evening Journal-Every Evening/(The Wilmington) Journal-Every Evening,Wilmington,Delaware,"Monday, December 28, 1942",4,Canby Attacks German Policy Toward Jews,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Steven Braverman,,"Good Delaware connection. I am adding to ""noteworthy findings"". -Eric",https://newspapers.ushmm.org/article/18854,https://www.newspapers.com/clip/22583481/,Delaware,Wilmington,39.744655,-75.5483909,None
18709,News Article,The Deseret News,Salt Lake City,Utah,"Thursday, December 17, 1942",1,U.S. Pledges Support To Avenge Jews ,"Persecutors To Be Punished, Says Allies",AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Google Newspaper Archive (https://news.google.com/newspapers),Published,Judy Johnstone,"https://news.google.com/newspapers?nid=Aul-kAQHnToC&dat=19421217&printsec=frontpage&hl=en

Article continues on p.11",,https://newspapers.ushmm.org/article/18709,https://newspapers.ushmm.org/manager/article/photo/15089/original,Utah,Salt+Lake+City,40.7607793,-111.8910474,None
18506,News Article,Albuquerque Journal,Albuquerque,New Mexico,"Friday, December 18, 1942",3,Pledge Retribution for Persecutions [? illegible headline],United Nations Hit Nazi Jewish Policy  [? illegible headline],AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Steven Braverman,,,https://newspapers.ushmm.org/article/18506,https://www.newspapers.com/clip/22000910/,New+Mexico,Albuquerque,35.0843859,-106.650422,None
18466,News Article,The Detroit Free Press,Detroit,Michigan,"Friday, December 18, 1942",25,Allies Assail Treatment of the Jews,Joint Protest Sent Around World; Axis Warned Victims Will Be Avenged,New York Times Service,Allies Denounce Nazi Plan to “Exterminate” the Jews,ProQuest Historical Newspapers (www.proquest.com),Published,Margaret Lincoln,"Opening paragraph of this article puts for the joint declaration as condemning Germany's ""bestial policy of cold-blooded extermination"" of Jews and declaring that ""such events can only strengthen the resolve of all Freedom-loving peoples to overthrow the barbarous Hitlerite tyranny.""",,https://newspapers.ushmm.org/article/18466,https://newspapers.ushmm.org/manager/article/photo/14943/original,Michigan,Detroit,42.331427,-83.0457538,None
18436,News Article,The Battle Creek Enquirer and News/The Battle Creek Enquirer and-The Evening News,Battle Creek,Michigan,"Thursday, December 17, 1942",7,Denounce Nazi Policy on Jews,"11 Allied Nations, Fighting French Promise Punishment for  Wholesale Killing",UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,https://archives.willardlibrary.org/newspapers/chronicling_bc.php#page-3,Published,Margaret Lincoln,"The concluding paragraph of this article conveys a strong message: ""The statement on Jewish oppression accused  German authorities of 'carrying into effect Hitler's  oft-repeated intention to exterminate the Jewish people  in Europe.' It charged that Jews were  being transported from occupied countries 'in conditions of appalling  horror and brutality;' that Polish ghettos are being 'systematically emptied;' that the able-bodied are being worked to death in labor camps, and that the infirm are left to die or are deliberately massacred.""",,https://newspapers.ushmm.org/article/18436,https://newspapers.ushmm.org/manager/article/photo/14925/original,Michigan,Battle+Creek,42.3211522,-85.17971419999999,None
18288,News Article,The Montana Standard,Butte,Montana,"Friday, December 18, 1942",1,United Nations Pledge Vengeance,Mass Executions Are Denounced,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Steven Braverman,,,https://newspapers.ushmm.org/article/18288,https://www.newspapers.com/clip/21576251/,Montana,Butte,46.0038232,-112.5347776,None
17618,News Article,The New York Times,New York,New York,"Friday, September 11, 1942",L13, WAR ON JUDAISM BY NAZIS RELATED,"7,000,000 Jews Under German Rule to Be Denied Religious Rites on Rosh ha-Shanah RECORD IS DOCUMENTED Martyring of Rabbis, Burning and Defiling of Synagogues Are Features of Pogrom",,Allies Denounce Nazi Plan to “Exterminate” the Jews,ProQuest Historical Newspapers (www.proquest.com),Published,Mara Beck,,,https://newspapers.ushmm.org/article/17618,https://newspapers.ushmm.org/manager/article/photo/14394/original,New+York,New+York,40.7127753,-74.0059728,None
